sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
5006,20,Spain,silver,4,Rio,3,2,7,2,False,Cultural,730.9982945763082,7,390.62448847188205,178.32388691415457
5007,55,Australia,standard,4,Sydney,6,3,1,5,False,Adventure,1381.250634487515,5,991.7830950984994,266.7493360032372
5008,47,Australia,standard,2,Rio,7,1,6,7,False,Relaxation,1313.3107155985174,6,638.5336887376578,449.4269573447856
5009,28,Italy,standard,1,New York,8,4,1,2,False,Relaxation,1570.7575775158734,5,1267.9117741746031,534.1635738572911
5010,37,Spain,standard,6,Sydney,3,2,6,1,False,Cultural,541.0602210957345,7,221.49229467372209,121.2002918206732
5011,63,Spain,silver,2,Cape Town,13,4,12,1,False,Adventure,2811.017392362954,5,2194.4516829735685,547.4735061361986
5012,51,Italy,silver,1,Rome,8,3,6,2,False,Adventure,1857.636251782606,7,1466.9627417481147,421.1711625962324
5013,40,Spain,gold,3,Paris,26,2,2,1,False,Adventure,5231.361396806736,6,4618.495389895006,1140.3686204646276
5014,36,UK,standard,6,Rio,6,3,6,1,False,Cultural,1419.7792098625669,7,875.3376420033992,235.92915419186022
5015,41,Spain,gold,4,Tokyo,0,1,8,1,True,Adventure,99.99951679436376,8,-130.99816662270098,48.090061436090124
5016,32,UK,standard,3,Sydney,4,1,6,1,False,Cultural,942.2845694689661,5,538.7031791742345,81.88837642569632
5017,18,Italy,standard,2,New York,0,1,7,2,False,Cultural,147.81544542276635,7,-164.7780176223235,32.97351931115387
5018,70,Canada,gold,4,Cape Town,19,5,12,4,False,Cultural,4296.317253722634,8,3970.6493078611506,727.8620710833752
5019,42,Italy,standard,2,Sydney,8,3,7,2,False,Relaxation,2025.640849657941,6,1574.1570459850927,614.0223805186083
5020,45,Germany,standard,3,Rio,7,4,2,3,False,Cultural,1285.8973467664216,6,946.2465501431384,183.23119371796585
5021,39,Spain,standard,3,Rome,19,4,12,3,False,Cultural,4508.067249630714,7,3502.414670766719,901.9180201506009
5022,28,Spain,standard,2,Cairo,8,2,7,11,True,Cultural,1953.294691331327,7,1770.241960647258,330.31553615537024
5023,37,Australia,silver,4,Rio,13,2,6,3,False,Cultural,3003.2782907975015,5,2412.0679822181655,335.25244208584314
5024,18,Italy,gold,3,New York,12,2,2,3,False,Relaxation,2206.630048104677,6,1916.797069229207,649.3142792238391
5025,74,Italy,silver,1,Paris,13,3,7,5,False,Cultural,3283.998072647204,5,2936.129772038091,471.24053122386914
5026,21,USA,gold,5,Paris,26,2,8,4,True,Relaxation,5688.9141808092045,7,5155.227134679943,1117.0688983466434
5027,24,Germany,silver,3,Tokyo,7,1,1,1,True,Cultural,1567.409564956306,5,1345.3871133688501,242.5394606562316
5028,33,Australia,gold,5,Cape Town,26,2,8,1,False,Adventure,6311.96175289929,6,5687.122490987363,1268.0259555901118
5029,59,Canada,standard,3,Rio,1,4,6,1,False,Cultural,653.086358103524,5,339.42803288479075,136.8048861115871
5030,40,Spain,gold,7,Rome,10,2,2,2,False,Relaxation,2131.1106033038213,6,1437.4323511163914,314.9834021359244
5031,21,Australia,standard,1,Cairo,10,2,7,1,False,Adventure,2457.665902006545,4,2260.867466429121,430.4631498935784
5032,58,UK,gold,5,Rio,9,2,12,6,False,Relaxation,2316.9478475339038,8,1850.6530948060265,682.9504422617277
5033,50,USA,standard,6,Rio,9,2,12,7,False,Cultural,1990.4373151777197,6,1393.581805802804,402.7939957724385
5034,48,USA,silver,4,Cairo,14,1,1,2,False,Relaxation,2630.2233581587266,6,2416.117601314694,475.8771305946039
5035,50,UK,silver,5,Rome,5,2,2,3,True,Adventure,1267.024295522373,6,891.6268820411847,250.77343711310374
5036,75,Italy,gold,4,Cape Town,4,5,7,1,True,Cultural,775.0774930839274,7,111.34391380772195,95.4129538008578
5037,72,Spain,silver,8,Tokyo,6,3,7,1,False,Adventure,1594.0591442546329,5,1210.283063503218,256.45114685884
5038,29,Spain,standard,4,Paris,15,2,12,1,False,Relaxation,3609.9542247520353,6,2946.2957917026306,644.9167305383987
5039,64,Germany,silver,3,Cairo,4,3,7,1,False,Relaxation,666.9871964719948,6,550.2835359033934,186.98639204031954
5040,45,UK,standard,4,Rome,16,4,8,3,False,Relaxation,3954.9911904173277,6,3340.354907218473,990.0313402650403
5041,47,Spain,standard,3,Tokyo,14,5,2,2,False,Cultural,2688.8144018524363,7,2405.1559536991913,377.42040311992633
5042,18,USA,standard,4,Paris,3,2,8,1,False,Adventure,594.7420095791202,4,-21.765208403034876,144.50636117077664
5043,37,Spain,standard,7,Rome,18,3,6,8,False,Relaxation,3914.611875827542,7,3304.242339319904,608.8980571632446
5044,27,Canada,silver,3,Tokyo,10,3,2,1,False,Relaxation,1794.373244240137,5,1544.6354611024385,553.4491773207881
5045,52,Spain,gold,7,Cape Town,26,5,12,4,False,Adventure,5763.581811891031,8,5351.968206166095,1582.7149117890476
5046,56,Germany,gold,6,New York,2,1,7,2,False,Cultural,619.0489881442735,7,276.90134153274624,151.71592709418758
5047,18,France,standard,6,Rio,13,3,7,4,False,Cultural,3256.504143883939,7,2617.1258851108023,426.1209518169227
5048,39,Australia,standard,6,Rio,13,3,8,2,True,Cultural,2639.3363594935067,6,1977.6771115807776,571.223538502251
5049,56,France,standard,3,Rio,22,3,8,12,False,Adventure,5079.017518018031,5,4520.735963853979,892.823064429642
5050,37,Canada,standard,2,Rio,8,1,1,1,False,Adventure,1612.3187016801269,7,1031.1726151804583,388.51186620367304
5051,50,France,standard,3,Rome,18,2,1,1,False,Relaxation,3435.6173169419767,5,2908.2754201117104,674.731232316225
5052,45,Spain,standard,4,Cairo,33,3,1,2,False,Cultural,7335.009142284763,6,6509.102180165434,825.7327825213814
5053,45,Germany,silver,4,Rome,4,2,2,1,False,Cultural,1166.9221370377468,5,404.04899243427167,146.05639692709784
5054,35,USA,silver,3,Paris,5,1,1,4,False,Cultural,1102.571189180534,5,306.6409462779643,148.83395952614887
5055,21,USA,silver,1,Rome,6,2,2,3,False,Cultural,1270.2308748731484,6,765.8379715745891,243.42320364918743
5056,23,Canada,standard,3,Rio,7,3,12,2,True,Cultural,1691.2219182764122,6,1081.8424942772463,389.8725230189466
5057,50,France,silver,6,Sydney,3,1,2,2,False,Adventure,306.6099792000911,7,-25.98277730202682,67.3388391403301
5058,40,Italy,gold,5,Paris,6,4,12,3,False,Adventure,1146.8908205467665,6,790.2035251460921,186.55998940592826
5059,37,Italy,standard,2,Cape Town,9,3,6,15,True,Adventure,2046.3130414999312,7,1711.9986853827136,310.01914380378986
5060,33,Germany,standard,4,Tokyo,20,3,2,4,False,Cultural,4074.821795636722,6,3846.3797808352692,455.3819192512999
5061,35,Australia,standard,0,New York,10,2,6,6,False,Cultural,2317.537244944448,6,2021.7120999641356,457.36969224197946
5062,55,Spain,standard,7,Paris,3,2,7,3,False,Adventure,856.3477469093862,6,554.5101309973754,179.36510378180157
5063,34,France,standard,4,Rio,23,2,2,6,False,Relaxation,4638.98390105782,7,4229.060268667452,1341.6178066619932
5064,19,Italy,standard,2,Tokyo,15,2,7,3,False,Adventure,3575.651880766849,4,3247.664424637533,550.5512499734634
5065,51,Italy,standard,0,Tokyo,18,4,6,1,True,Adventure,4109.824332391852,5,3792.1654160272005,967.1933016043254
5066,36,France,standard,2,Cape Town,8,1,2,2,False,Adventure,1571.2485695858513,6,1106.5358946722174,294.69742134661095
5067,40,Australia,silver,1,New York,10,3,1,10,False,Cultural,1927.940549101333,5,1545.647382603614,264.350335463915
5068,64,UK,standard,3,Cairo,17,3,2,5,False,Relaxation,2927.185843881275,6,2794.7966593531046,954.9947265054013
5069,39,Spain,silver,5,Cairo,10,3,2,4,True,Adventure,2096.920487975843,5,1923.2140487541826,429.22746939624807
5070,44,Canada,standard,2,Rome,14,2,7,1,True,Adventure,3219.0095951314643,6,2645.144859366591,992.343894383042
5071,22,Spain,standard,4,Cairo,3,2,12,1,False,Relaxation,1051.1252984481562,7,910.8137438893563,378.7029155058103
5072,36,Germany,gold,6,Rome,3,3,2,1,False,Adventure,598.1927218049732,7,3.094175409495165,186.78738776594605
5073,49,Canada,silver,3,Cape Town,18,2,12,5,True,Adventure,4194.62492506329,7,3579.749942450816,766.2955716277822
5074,18,Australia,standard,7,Paris,28,4,2,4,False,Cultural,5650.859035179757,5,5069.825144818449,647.9921073426805
5075,43,Germany,silver,4,Rio,3,2,2,1,True,Adventure,632.3790894349695,7,274.05875136232623,105.89026853910121
5076,41,USA,silver,3,Sydney,3,1,8,1,True,Cultural,705.3943577185687,6,393.6317877642712,153.95352973994716
5077,40,USA,standard,2,Sydney,11,5,8,2,False,Cultural,2651.1834710512626,7,2283.3821443925062,274.9983192556238
5078,55,Spain,standard,3,Sydney,11,2,6,11,False,Adventure,2472.4248326261713,5,2165.137992387231,675.4676607751412
5079,45,Germany,gold,5,Cape Town,12,2,1,1,False,Relaxation,2480.1652151283597,6,1800.9987696687062,736.5484796613717
5080,62,Canada,standard,1,Sydney,5,2,6,2,False,Adventure,829.6465796729526,6,135.97716225042586,238.7326365378015
5081,25,Canada,standard,4,Paris,10,2,12,3,False,Adventure,2387.7172461635037,6,2017.3978853599292,570.2627455121368
5082,42,USA,standard,2,Rome,16,4,7,3,True,Relaxation,3559.4315419769605,7,2908.8507052872123,462.11125872587814
5083,41,USA,silver,3,Rio,9,5,7,2,False,Relaxation,2178.457503666219,6,1571.5772265176236,318.14443463851586
5084,23,Australia,gold,4,New York,14,4,7,1,False,Relaxation,3251.981641609878,7,3016.274367815009,618.4588177090017
5085,54,Germany,gold,4,New York,16,1,7,9,False,Relaxation,4241.03670524572,8,3431.3323427810897,1260.8927997820272
5086,74,Canada,silver,2,Cairo,16,4,1,1,False,Relaxation,2824.2943261593955,8,2583.5411238769593,660.0668943285921
5087,39,Italy,gold,4,Rio,3,5,7,1,False,Relaxation,717.8353706029693,8,274.7372782561828,97.83400826702919
5088,47,Australia,silver,3,Cape Town,14,2,12,1,False,Adventure,3169.3555713977967,6,2713.9958210662085,919.802039929465
5089,41,Canada,silver,0,Cape Town,2,5,12,2,False,Cultural,593.8123682606112,5,-90.8565997224755,130.63845315414486
5090,29,USA,gold,7,Cape Town,14,4,12,4,False,Adventure,3291.628258593773,8,2592.819981618452,531.4263498635621
5091,18,Germany,standard,6,Paris,14,5,12,3,False,Adventure,3312.7093976964234,7,2628.5644574651033,462.3372247175862
5092,29,UK,silver,5,Paris,39,1,6,4,False,Adventure,8625.989275120992,8,8179.492422301187,1409.088666288579
5093,19,Germany,silver,2,Cape Town,8,1,12,6,True,Cultural,1794.000784105209,7,1308.714805060391,315.39324095671896
5094,65,France,gold,7,Sydney,7,1,8,1,True,Relaxation,1460.0003319385921,5,1122.0105249060207,367.6228487644329
5095,38,Italy,gold,3,New York,4,2,1,9,True,Adventure,822.483261180926,8,590.5955533416425,106.66751766493391
5096,34,Italy,gold,4,Rio,3,3,6,5,True,Relaxation,740.6501338518752,8,55.42775358072447,105.24689044052042
5097,53,Italy,gold,5,Tokyo,12,4,2,1,True,Relaxation,2473.2266518670185,8,1912.0926611852565,587.9283578658215
5098,23,UK,silver,5,New York,10,1,12,3,False,Cultural,2139.2702941057323,7,1926.3181137515915,375.34708203961463
5099,28,Spain,standard,2,Cape Town,5,3,1,2,True,Cultural,830.1557459015943,5,323.5793981794583,160.95893223768664
5100,41,Spain,standard,3,New York,14,5,8,2,False,Relaxation,3353.383728272773,7,3068.1797063637378,609.6573697368526
5101,55,Australia,silver,5,Tokyo,7,3,6,8,False,Relaxation,2032.0576451635775,5,1556.2366011557738,653.052628459668
5102,47,UK,standard,2,Cairo,7,1,1,4,False,Relaxation,1358.5101353909,7,1241.16279270525,252.0470874894905
5103,43,UK,standard,1,Rome,14,1,2,2,False,Adventure,2488.665007512708,6,2159.697581019152,519.5436036827743
5104,41,Australia,standard,1,Cairo,2,5,1,5,False,Cultural,204.01224305166204,7,-3.0591650007604585,-7.356172902003912
5105,46,Germany,gold,6,Sydney,17,5,6,2,False,Cultural,3732.857770481382,8,3175.9996020724743,719.0201463024334
5106,43,Australia,standard,3,Tokyo,0,1,7,12,True,Relaxation,-407.1436123064454,7,-646.7152647608327,-50.653488923052464
5107,24,France,gold,5,Rio,2,4,1,3,False,Cultural,241.43657577337606,8,-242.66298081722366,-7.981883294182037
5108,40,USA,gold,4,Rio,6,4,6,1,True,Relaxation,1267.0993556453739,8,681.6391664913706,224.71442204871352
5109,23,Spain,standard,2,Tokyo,1,1,1,3,False,Cultural,186.7420693621642,6,25.267297474220328,28.93795748873214
5110,41,USA,standard,3,Cairo,2,2,12,4,False,Adventure,411.727535573782,5,228.85721866807756,139.41653078027787
5111,32,Spain,silver,0,Sydney,5,4,1,1,False,Adventure,1097.524873690074,7,490.6680162537971,269.611512964891
5112,78,UK,silver,5,Rio,2,3,7,5,True,Adventure,271.6071707578699,7,-408.30254981109783,26.152395578533085
5113,39,Italy,standard,2,Sydney,6,2,2,4,True,Relaxation,1076.2990992940781,7,508.17135951524676,398.12280164241315
5114,18,Australia,standard,5,Rome,9,1,7,1,True,Cultural,2408.023307784623,6,2093.9088605660077,470.4171745167052
5115,37,Australia,standard,2,Cape Town,11,3,6,2,True,Cultural,2378.9871748978885,5,1886.085229492253,275.2659528239606
5116,47,Australia,standard,5,Cairo,7,2,1,9,False,Cultural,1759.960172829423,5,1381.086571765974,174.77028942058237
5117,65,Italy,standard,4,Paris,0,2,2,1,False,Adventure,7.863099543357678,6,-451.1060649768248,-73.43039741102012
5118,31,France,standard,3,Paris,11,3,2,3,False,Adventure,2109.3299774421707,7,1572.0038019699396,508.20609382436317
5119,18,France,silver,2,Paris,18,1,12,5,False,Cultural,4206.776882613287,5,3888.211644421257,587.6064420967306
5120,52,Italy,gold,5,Rome,5,3,1,1,False,Adventure,1179.243946268521,7,652.509227910797,224.9490215189542
5121,19,Germany,silver,4,Rio,14,2,6,6,False,Cultural,3293.782894653661,6,2965.715757916986,729.0090004812846
5122,33,Italy,gold,6,Rio,4,3,8,3,False,Cultural,563.4185498776887,8,-100.30969845535697,172.97117213665385
5123,36,Canada,silver,5,Rome,9,1,7,2,False,Adventure,2099.0478808091457,5,1625.1701928231412,480.32269127212913
5124,38,Spain,silver,1,Tokyo,13,2,7,1,False,Adventure,3021.7528996773694,7,2790.8429532120767,514.8728095667515
5125,50,Canada,standard,3,New York,4,2,8,2,True,Relaxation,1166.3121680562072,6,927.4845891330887,204.26579464593854
5126,29,Canada,standard,1,Rome,8,3,7,3,False,Adventure,2075.408747119139,5,1557.2786468620661,495.775350754047
5127,35,Italy,gold,6,Sydney,10,2,8,5,False,Relaxation,2333.160056532028,7,1896.951663686916,714.0364070384642
5128,39,Spain,gold,7,New York,8,2,2,2,False,Relaxation,1598.1254078663226,8,1271.929403837909,262.04348242821095
5129,42,Germany,standard,5,Cape Town,7,3,2,3,True,Adventure,1444.050308675824,5,1005.6903517061598,165.82418189133293
5130,41,Australia,standard,7,Rio,5,2,6,5,False,Cultural,1463.9892527124225,7,1090.1842679995825,381.45422159000873
5131,46,Canada,silver,2,Paris,21,1,6,2,False,Adventure,4997.743861406251,5,4640.815992807623,991.6535421885475
5132,52,Italy,standard,4,Paris,23,4,12,1,False,Relaxation,5343.803448398778,5,5040.323022518659,1605.8189293100029
5133,45,Australia,standard,0,New York,13,5,12,7,True,Adventure,2696.3890295583524,7,2494.093465964884,812.3730568765857
5134,46,Italy,gold,6,Rio,4,1,1,8,True,Relaxation,802.3886481052907,8,336.1939152460172,91.68485686110395
5135,18,UK,silver,1,Cairo,11,1,7,2,False,Adventure,2604.3223179041934,4,2371.709781455883,948.6734243505288
5136,40,Canada,silver,2,Cape Town,9,3,6,13,True,Cultural,1954.9122966595237,6,1383.000933236879,378.3657260735145
5137,47,UK,gold,5,Tokyo,3,5,2,2,True,Cultural,703.4565339068006,6,347.1419479712761,126.39598358973629
5138,50,Germany,silver,3,Tokyo,2,2,7,5,False,Relaxation,695.082625084395,6,321.27929943266895,99.37368324316196
5139,29,USA,silver,1,Rio,4,5,1,3,False,Cultural,695.6436857621945,7,276.25759374171895,136.5919261349442
5140,30,France,standard,1,Cairo,4,2,7,11,False,Cultural,944.5341732146618,6,699.2827202411423,85.81044409901723
5141,31,Spain,standard,3,Sydney,14,2,6,8,False,Relaxation,2956.336424499132,6,2431.389667515726,475.5428002221933
5142,48,Italy,silver,1,New York,12,2,7,5,False,Relaxation,2926.9979748089822,6,2698.6685419651803,986.4128260111737
5143,55,Germany,standard,2,New York,47,2,8,10,True,Adventure,10820.92075315208,7,10565.250672998605,2377.2726961429908
5144,33,Germany,standard,4,Rome,16,2,1,1,True,Cultural,3254.157735479494,5,2603.8013705457565,601.9118783652306
5145,53,Germany,standard,1,Paris,11,2,8,6,False,Adventure,2530.685474068946,6,2149.075601592138,442.6155935958108
5146,41,Canada,standard,1,Paris,6,4,1,2,True,Adventure,1155.4450579019287,6,574.1015294403903,300.4991132577294
5147,38,UK,standard,3,New York,10,3,8,5,False,Cultural,1932.679311389768,5,1670.3129859571336,331.9826139846533
5148,36,France,silver,2,Rome,2,4,2,5,False,Relaxation,342.0496503483279,6,-129.47846816442313,85.64918060849045
5149,51,Canada,standard,1,Sydney,1,3,7,4,False,Relaxation,88.27460621362543,7,-273.6573040470402,22.60986924380903
5150,44,USA,standard,1,Sydney,13,1,2,2,False,Relaxation,2492.006985624543,5,2171.774226803904,903.4401389219495
5151,74,Spain,silver,1,Rome,5,2,12,1,False,Cultural,1003.5632424074416,6,414.9782431955849,221.77469020405283
5152,27,Spain,gold,5,Tokyo,12,2,12,5,False,Cultural,2498.5641888784403,7,2368.931738933441,245.90410643077587
5153,47,France,standard,1,Tokyo,11,3,1,2,False,Adventure,2356.700185463872,5,2158.676118610567,308.414525446688
5154,32,Spain,silver,4,New York,6,1,12,1,True,Cultural,1394.1216945812437,5,1211.5804001184247,250.45950842986906
5155,26,Spain,silver,1,Sydney,20,5,2,1,True,Cultural,4048.1429035325336,7,3535.6005557791877,483.0699612123933
5156,39,Germany,silver,4,Tokyo,1,3,1,6,False,Relaxation,339.50903790479026,7,10.548387584955947,11.256170095843217
5157,42,Australia,standard,5,Rome,1,1,6,2,True,Relaxation,116.23610737738963,6,-234.76943567067937,-19.820980567607677
5158,80,USA,gold,6,Cairo,4,2,12,3,False,Adventure,1203.5504898370405,8,1003.4793067209839,109.01143934085755
5159,37,UK,silver,5,Cape Town,18,1,6,3,True,Adventure,4077.6173730962373,7,3608.612539268816,1125.6365386234704
5160,23,Italy,gold,4,Rio,4,2,8,4,False,Relaxation,1119.0139976696814,8,562.2851697743156,296.90394606464724
5161,44,USA,standard,5,Rio,7,1,12,2,False,Adventure,1541.170357141884,6,968.7852155108906,447.5058947840201
5162,18,Canada,silver,3,Paris,5,5,2,6,True,Cultural,918.1850287735401,6,337.95563130699793,129.70072433195986
5163,38,Spain,silver,3,New York,15,3,7,4,True,Adventure,3570.452310092956,6,3373.150983749933,715.5362686833716
5164,40,Australia,standard,4,Sydney,13,3,8,5,True,Cultural,2879.4266572921388,6,2299.779896396949,305.28168125688603
5165,51,Italy,standard,2,Tokyo,7,4,8,1,True,Adventure,1646.6676303241336,6,1358.1121417118802,310.1850084764568
5166,54,Canada,silver,3,Rio,4,2,8,6,False,Cultural,942.6440329808723,6,449.4859303940434,237.03903506660373
5167,32,France,standard,2,Tokyo,4,2,1,6,False,Cultural,801.4999110939938,7,448.97968769712634,142.45707772013415
5168,37,Germany,silver,4,Rome,3,5,7,5,False,Adventure,733.7430245217428,7,293.3735009453986,255.86675545774028
5169,28,Spain,standard,3,Tokyo,3,3,12,1,True,Cultural,526.2250749596943,5,285.1063712898879,92.41145993322404
5170,23,Germany,standard,1,Paris,22,1,1,6,False,Relaxation,4707.3310685592205,7,4114.6280302660925,1257.2534373298245
5171,44,USA,silver,3,New York,21,2,12,2,False,Adventure,4779.447805291985,7,4631.739730251574,1384.6033282976646
5172,20,Germany,standard,4,Tokyo,8,4,7,8,True,Relaxation,1621.9858969855413,6,1225.9300043231915,440.4865473302954
5173,33,Germany,gold,3,Cape Town,1,3,2,1,False,Relaxation,272.99379970605753,8,-58.652806504603745,81.87325072249561
5174,25,France,gold,6,Cairo,17,4,2,1,True,Adventure,3249.3470630066695,7,3039.044811726766,1043.2054743196395
5175,48,UK,silver,2,Cape Town,25,2,7,1,True,Adventure,5708.912126081362,6,5033.672209577855,1017.0156760184752
5176,67,UK,gold,6,Cairo,5,3,1,1,False,Relaxation,1073.2748150362838,5,916.2468152701078,312.6187817299174
5177,20,Canada,gold,4,Cape Town,6,3,2,3,True,Cultural,956.1677449969038,6,314.4676632306672,87.6075021917573
5178,18,Spain,standard,1,Sydney,23,3,1,1,True,Cultural,4487.951781283679,6,4013.143885921371,912.3541575073507
5179,38,Canada,gold,7,Sydney,2,1,12,7,False,Cultural,347.9779053284578,8,32.2268545521361,67.17895823941615
5180,40,UK,standard,3,Cape Town,19,3,12,3,False,Adventure,4245.646508047453,6,3715.238454174053,1210.8900900562653
5181,43,USA,standard,5,Rio,36,3,12,1,False,Cultural,8094.1895835094065,6,7631.58882359213,969.6871271873624
5182,33,UK,silver,2,New York,16,1,2,1,False,Cultural,3056.4415314811586,6,2703.508788987525,601.0932354674785
5183,36,Canada,silver,3,Cairo,11,1,7,2,False,Adventure,2629.753432441383,7,2516.2026952725278,547.3190428363587
5184,45,Australia,standard,2,Cape Town,8,3,2,2,False,Cultural,1800.612967696992,5,1157.0304022387745,202.0797491462199
5185,55,Spain,standard,1,Cairo,6,2,7,1,False,Cultural,1625.5984712005136,7,1443.4629151407191,425.2955923524537
5186,18,Germany,silver,3,Sydney,12,1,1,1,True,Adventure,2341.143171505661,6,1657.1090266798594,554.2616439657903
5187,34,France,standard,1,Rio,22,2,8,4,False,Cultural,5005.446617009686,7,4403.301509812436,932.405165255268
5188,43,Australia,silver,2,Tokyo,47,4,2,2,True,Cultural,9207.658674880007,7,9045.622426729564,1849.74716764052
5189,26,Australia,silver,3,Cairo,3,5,1,3,True,Adventure,454.82822375683304,6,331.2418287013322,48.94842992832945
5190,65,Germany,standard,3,Rio,15,1,7,4,False,Relaxation,3509.7570494627444,5,2894.7028544915993,675.6265281300292
5191,30,UK,standard,2,Cape Town,7,1,12,5,False,Relaxation,1430.1603970139133,5,1069.5327817391135,274.44196930190145
5192,39,Italy,silver,4,Tokyo,13,3,1,1,True,Relaxation,2615.0074468653784,7,2359.286202827678,513.6894154400175
5193,48,Spain,standard,1,Cape Town,2,2,1,5,False,Cultural,416.37052767699305,5,-109.22688841966607,35.35568239555166
5194,31,USA,standard,2,Paris,27,1,2,1,False,Cultural,6095.966873158758,6,5103.946746195847,1039.9424718103194
5195,18,Australia,standard,4,Cape Town,3,4,6,1,True,Adventure,754.5730526523578,7,317.3904247830366,125.25609422716829
5196,33,USA,standard,1,Rome,6,2,1,3,True,Adventure,1117.5300903457926,6,505.1791098764245,169.97115444393833
5197,55,France,standard,3,Cape Town,15,2,1,4,True,Cultural,3215.3193668254708,5,2875.9005930133103,605.0402376355703
5198,34,France,silver,4,Rio,2,5,12,11,True,Cultural,727.3950153339314,5,138.48877656895536,118.55429651585057
5199,27,France,silver,4,Sydney,6,1,6,2,False,Cultural,1404.5785829196707,6,957.7366739298416,235.47865168210268
5200,53,Canada,silver,3,Tokyo,7,1,12,2,False,Cultural,1774.9143022281073,7,1639.5579961849235,423.9618941408374
5201,35,Australia,gold,5,Rome,3,3,2,3,False,Cultural,951.5931064344722,8,377.061194875217,143.0434604607656
5202,32,France,standard,3,Tokyo,7,1,1,9,True,Adventure,1416.9345392874286,7,1104.7129505151227,393.5054548077872
5203,42,Canada,standard,1,Rio,4,4,12,4,False,Cultural,1039.1402172791554,5,426.9320443923905,141.44522514849444
5204,51,France,silver,0,Tokyo,16,2,8,5,True,Adventure,3668.078962270176,7,3454.9765216501355,801.3053111544281
5205,75,UK,silver,4,Rio,10,3,12,3,False,Relaxation,2410.8425081641217,8,1808.560538646626,863.2114097370584
5206,52,Australia,silver,2,New York,1,2,6,4,True,Cultural,-125.34730578266826,5,-404.85701178763634,77.03656916947692
5207,57,Canada,silver,1,Cape Town,4,2,2,1,False,Relaxation,799.8160194355848,5,441.33047022172457,69.1107669309873
5208,32,France,silver,0,Tokyo,2,1,7,2,False,Adventure,276.0961566933763,7,135.90586078297213,127.78139256083256
5209,24,Spain,standard,1,Cairo,4,1,6,7,True,Cultural,1011.1697263423044,6,795.6106736470106,180.17336299059133
5210,40,Canada,silver,3,Rio,10,1,1,1,False,Relaxation,1886.390969827552,5,1308.9410209573598,287.10948851390265
5211,41,France,silver,4,Cairo,22,4,2,5,True,Adventure,4306.7075385306425,6,4118.095373600515,515.5717133405797
5212,23,UK,gold,5,Tokyo,4,3,6,8,False,Adventure,1128.007427681471,9,857.0896768878248,206.60712797344266
5213,37,USA,silver,2,Sydney,14,3,2,8,False,Adventure,2732.8195291211287,7,2272.3062102332374,661.2877317202176
5214,45,Italy,silver,1,Cape Town,3,2,1,11,False,Cultural,556.6010032179199,7,221.39732082777772,82.36622452034322
5215,45,France,silver,6,Sydney,0,3,2,1,False,Cultural,-236.86064199211336,5,-600.2656907525868,-104.68427329075482
5216,47,USA,gold,4,Sydney,7,3,2,8,True,Adventure,1293.7827514833002,8,843.3901645180983,229.86191900488313
5217,44,Australia,gold,5,Cape Town,7,1,8,4,False,Adventure,1232.5735005532229,8,583.7350946517249,120.9485401715679
5218,32,UK,silver,3,Cape Town,2,3,2,22,True,Relaxation,247.752106714727,6,-397.81629040442033,43.78131907422947
5219,32,Spain,silver,6,Paris,4,2,2,9,False,Relaxation,818.7355216607266,5,407.482498163373,117.86596918138588
5220,22,Australia,standard,2,Cairo,9,2,1,4,False,Relaxation,1903.025206560566,7,1680.993068516326,605.7815050504017
5221,66,Spain,silver,3,Rome,18,1,8,8,False,Cultural,4079.07319957551,7,3703.349091660074,479.87670300219713
5222,40,USA,silver,1,Paris,6,3,7,1,False,Relaxation,1348.8790770392136,5,979.7503777929136,251.0189575177332
5223,36,UK,silver,1,Rome,17,4,1,5,True,Cultural,3856.2618472090476,5,2865.2574167860716,337.41256546334546
5224,26,Germany,standard,1,Rio,4,1,2,3,False,Adventure,804.4190044778484,7,153.05443389343407,292.28386048717135
5225,80,UK,silver,4,Tokyo,8,4,12,5,False,Cultural,1732.7379648089536,6,1503.258051812593,338.43243003526976
5226,23,UK,standard,9,Tokyo,10,1,2,7,False,Relaxation,2034.1607339968211,6,1787.2788351105864,463.0085913833322
5227,33,Spain,silver,5,Cape Town,8,2,12,4,True,Cultural,2053.808558524055,6,1544.8044718746023,300.51019987674783
5228,46,Germany,standard,3,Tokyo,7,4,6,3,True,Cultural,1249.7461518672326,7,1079.479353411917,125.45361329061535
5229,49,Canada,silver,2,Cairo,16,3,8,1,False,Adventure,3708.226930246127,5,3598.612328666367,1135.266490695095
5230,54,Canada,standard,4,Sydney,10,3,1,3,False,Adventure,1839.0323781313305,5,1470.4321204791538,449.82375093011876
5231,67,Canada,standard,4,Paris,17,4,1,1,False,Cultural,3346.433229131826,5,3001.3106192226132,511.81593866167395
5232,47,USA,silver,1,Rome,9,3,12,7,False,Relaxation,2272.602592172036,5,1644.540331613395,381.9969870615907
5233,24,UK,standard,4,Rio,5,1,12,4,False,Cultural,1265.5809059265598,5,730.6852662702743,230.91244113504183
5234,36,France,silver,2,New York,0,2,12,1,True,Relaxation,138.9528315595609,5,-228.73756199543087,23.903051081145698
5235,44,Germany,gold,5,Sydney,1,4,7,2,False,Adventure,336.59673733616324,6,-298.95410099377654,58.11399590016405
